"Time [ms]","Current(PhaseA) [A]","Current(PhaseB) [A]","Current(PhaseC) [A]"
20.58,-0.000124055448506773,-4.22707968870711,4.22720374415562
20.6,-0.000135908729852018,-4.25781318925934,4.2579490979892
20.62,-0.000139878914617366,-4.28643785679557,4.28657773571019
20.64,-0.00013280439284086,-4.31472952162472,4.31486232601756
20.66,-0.000126861341032404,-4.34476151028257,4.3448883716236
20.68,-0.000133426938892039,-4.3786055422378,4.37873896917669
20.7,-0.000146620888790976,-4.41744710523223,4.41759372612102
20.72,-0.000157595511956284,-4.45761763241413,4.45777522792609
20.74,-0.000154219047127113,-4.49525336409779,4.49540758314491
20.76,-0.000152559767399832,-4.53326007231925,4.53341263208665
20.78,-0.000163397523981643,-4.57515157060126,4.57531496812524
20.8,-0.000175643700238184,-4.61808222730557,4.6182578710058
20.82,-0.000185273818087493,-4.65792663219873,4.65811190601682
20.84,-0.000181398538038779,-4.6955071236888,4.69568852222684
20.86,-0.000177417838109453,-4.73321513009032,4.73339254792843
20.88,-0.000181672900355068,-4.77349639495593,4.77367806785628
20.9,-0.000188771787090142,-4.81948707668407,4.81967584847116
20.92,-0.000202275865108125,-4.86868981026022,4.86889208612533
20.94,0.106258971844762,-4.84259141429748,4.73633244245271
20.96,0.308744709725221,-4.74770832853357,4.43896361880835
20.98,0.497315562590751,-4.65520246480622,4.15788690221547
21,0.672436875811606,-4.56073606922647,3.88829919341486
21.02,0.839127070715033,-4.46281312675019,3.62368605603515
21.04,1.00542460476255,-4.36452329101279,3.35909868625023
21.06,1.1732192263255,-4.26943338628752,3.09621415996201
21.08,1.33488458715595,-4.17770857191987,2.84282398476393
21.1,1.48776697017362,-4.08996272912901,2.60219575895539
21.12,1.63235782312123,-4.00435366651103,2.37199584338981
21.14,1.77491152757587,-3.91700796482487,2.142096437249
21.16,1.91755738770376,-3.82988757747082,1.91233018976706
21.18,2.05353442005028,-3.74721721176899,1.69368279171872
21.2,2.18177651940389,-3.66544629891465,1.48366977951076
21.22,2.30219755681929,-3.58066826988959,1.2784707130703
21.24,2.42156724240631,-3.49348352288438,1.07191628047807
21.26,2.54295063682341,-3.407385681705,0.864435044881585
21.28,2.66031864085494,-3.32392915629784,0.663610515442894
